DateTime,Type,Mode,Fix_Type,Sat_Used_01,Sat_Used_02,Sat_Used_03,Sat_Used_04,Sat_Used_05,Sat_Used_06,Sat_Used_07,Sat_Used_08,Sat_Used_09,Sat_Used_10,Sat_Used_11,Sat_Used_12,PDOP,HDOP,VDOP,Checksum
2024-07-24 03:15:37,$GNGSA,A,3,05,06,09,11,12,19,20,,,,,,0.9,0.6,0.7,1*3A
2024-07-24 03:15:38,$GNGSA,A,3,07,19,33,,,,,,,,,,0.9,0.6,0.7,3*34
2024-07-24 03:15:39,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.9,0.6,0.7,4*36
2024-07-24 03:15:40,$GNGSA,A,3,03,04,,,,,,,,,,,0.9,0.6,0.7,5*3A
2024-07-24 03:15:41,$GNGSA,A,3,05,06,09,11,12,13,19,20,,,,,0.9,0.6,0.6,1*39
2024-07-24 03:15:42,$GNGSA,A,3,07,19,33,,,,,,,,,,0.9,0.6,0.6,3*35
2024-07-24 03:15:43,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.9,0.6,0.6,4*37
2024-07-24 03:15:44,$GNGSA,A,3,03,04,,,,,,,,,,,0.9,0.6,0.6,5*3B
2024-07-24 03:15:45,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.5,0.6,1*30
2024-07-24 03:15:46,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.5,0.6,3*37
2024-07-24 03:15:47,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:15:48,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:15:49,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:15:50,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.6,0.6,3*34
2024-07-24 03:15:51,$GNGSA,A,3,07,11,12,13,21,22,34,38,40,42,44,,0.8,0.6,0.6,4*37
2024-07-24 03:15:52,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:15:53,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:15:54,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.6,0.6,3*34
2024-07-24 03:15:55,$GNGSA,A,3,07,11,12,13,21,22,34,38,40,42,44,,0.8,0.6,0.6,4*37
2024-07-24 03:15:56,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:15:57,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.9,0.6,0.6,1*32
2024-07-24 03:15:58,$GNGSA,A,3,07,19,33,,,,,,,,,,0.9,0.6,0.6,3*35
2024-07-24 03:15:59,$GNGSA,A,3,07,11,12,13,21,22,34,38,40,42,44,,0.9,0.6,0.6,4*36
2024-07-24 03:16:00,$GNGSA,A,3,03,04,,,,,,,,,,,0.9,0.6,0.6,5*3B
2024-07-24 03:16:01,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.9,0.6,0.7,1*33
2024-07-24 03:16:02,$GNGSA,A,3,19,33,,,,,,,,,,,0.9,0.6,0.7,3*33
2024-07-24 03:16:03,$GNGSA,A,3,07,11,12,13,21,22,34,38,40,42,44,,0.9,0.6,0.7,4*37
2024-07-24 03:16:04,$GNGSA,A,3,03,04,,,,,,,,,,,0.9,0.6,0.7,5*3A
2024-07-24 03:16:05,$GNGSA,A,3,05,09,11,12,13,19,20,29,,,,,0.9,0.6,0.6,1*34
2024-07-24 03:16:06,$GNGSA,A,3,19,33,,,,,,,,,,,0.9,0.6,0.6,3*32
2024-07-24 03:16:07,$GNGSA,A,3,07,11,12,13,21,22,34,38,40,42,44,,0.9,0.6,0.6,4*36
2024-07-24 03:16:08,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.6,5*39
2024-07-24 03:16:09,$GNGSA,A,3,05,06,09,11,12,19,20,,,,,,0.9,0.6,0.7,1*3A
2024-07-24 03:16:10,$GNGSA,A,3,19,33,,,,,,,,,,,0.9,0.6,0.7,3*33
2024-07-24 03:16:11,$GNGSA,A,3,07,11,12,13,21,22,34,38,40,44,,,0.9,0.6,0.7,4*31
2024-07-24 03:16:12,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.7,5*38
2024-07-24 03:16:13,$GNGSA,A,3,05,06,09,11,12,19,20,,,,,,0.9,0.6,0.7,1*3A
2024-07-24 03:16:14,$GNGSA,A,3,19,33,,,,,,,,,,,0.9,0.6,0.7,3*33
2024-07-24 03:16:15,$GNGSA,A,3,11,12,13,21,22,34,38,40,44,,,,0.9,0.6,0.7,4*36
2024-07-24 03:16:16,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.7,5*38
2024-07-24 03:16:17,$GNGSA,A,3,05,06,09,11,12,19,20,,,,,,0.9,0.6,0.6,1*3B
2024-07-24 03:16:18,$GNGSA,A,3,19,26,33,,,,,,,,,,0.9,0.6,0.6,3*36
2024-07-24 03:16:19,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,44,,0.9,0.6,0.6,4*31
2024-07-24 03:16:20,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.6,5*39
2024-07-24 03:16:21,$GNGSA,A,3,05,06,09,11,12,20,,,,,,,0.9,0.6,0.7,1*32
2024-07-24 03:16:22,$GNGSA,A,3,19,26,33,,,,,,,,,,0.9,0.6,0.7,3*37
2024-07-24 03:16:23,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,44,,0.9,0.6,0.7,4*30
2024-07-24 03:16:24,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.7,5*38
2024-07-24 03:16:25,$GNGSA,A,3,05,06,09,11,12,20,,,,,,,0.9,0.6,0.6,1*33
2024-07-24 03:16:26,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.9,0.6,0.6,3*31
2024-07-24 03:16:27,$GNGSA,A,3,07,10,11,13,21,22,34,38,40,44,,,0.9,0.6,0.6,4*32
2024-07-24 03:16:28,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.6,5*39
2024-07-24 03:16:29,$GNGSA,A,3,05,06,07,09,11,12,19,20,,,,,0.9,0.6,0.6,1*3C
2024-07-24 03:16:30,$GNGSA,A,3,07,26,33,,,,,,,,,,0.9,0.6,0.6,3*39
2024-07-24 03:16:31,$GNGSA,A,3,07,10,11,13,21,22,34,38,44,,,,0.9,0.6,0.6,4*36
2024-07-24 03:16:32,$GNGSA,A,3,02,03,04,,,,,,,,,,0.9,0.6,0.6,5*39
2024-07-24 03:16:33,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:34,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:16:35,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,44,,0.8,0.5,0.6,4*33
2024-07-24 03:16:36,$GNGSA,A,3,02,03,04,,,,,,,,,,0.8,0.5,0.6,5*3B
2024-07-24 03:16:37,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:38,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:16:39,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,44,,0.8,0.5,0.6,4*33
2024-07-24 03:16:40,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:16:41,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:42,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:16:43,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:16:44,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:16:45,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:46,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:16:47,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:16:48,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:16:49,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:50,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:16:51,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:16:52,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:16:53,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:54,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:16:55,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:16:56,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:16:57,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:16:58,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:16:59,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:17:00,$GNGSA,A,3,02,03,04,,,,,,,,,,0.8,0.5,0.6,5*3B
2024-07-24 03:17:01,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:17:02,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:17:03,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:17:04,$GNGSA,A,3,02,03,04,,,,,,,,,,0.8,0.5,0.6,5*3B
2024-07-24 03:17:05,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:17:06,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:17:07,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:17:08,$GNGSA,A,3,02,03,04,,,,,,,,,,0.8,0.5,0.6,5*3B
2024-07-24 03:17:09,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.7,0.5,0.6,1*38
2024-07-24 03:17:10,$GNGSA,A,3,71,85,,,,,,,,,,,0.7,0.5,0.6,2*3D
2024-07-24 03:17:11,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.7,0.5,0.6,3*3C
2024-07-24 03:17:12,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,42,43,44,0.7,0.5,0.6,4*39
2024-07-24 03:17:13,$GNGSA,A,3,02,03,04,,,,,,,,,,0.7,0.5,0.6,5*34
2024-07-24 03:17:14,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.5,0.6,1*30
2024-07-24 03:17:15,$GNGSA,A,3,71,85,,,,,,,,,,,0.8,0.5,0.6,2*32
2024-07-24 03:17:16,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.5,0.6,3*37
2024-07-24 03:17:17,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,42,43,44,0.8,0.5,0.6,4*36
2024-07-24 03:17:18,$GNGSA,A,3,02,03,04,,,,,,,,,,0.8,0.5,0.6,5*3B
2024-07-24 03:17:19,$GNGSA,A,3,05,06,09,11,13,19,20,29,,,,,0.8,0.5,0.6,1*33
2024-07-24 03:17:20,$GNGSA,A,3,70,71,85,,,,,,,,,,0.8,0.5,0.6,2*35
2024-07-24 03:17:21,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:17:22,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,42,43,44,0.8,0.5,0.6,4*36
2024-07-24 03:17:23,$GNGSA,A,3,02,03,04,,,,,,,,,,0.8,0.5,0.6,5*3B
2024-07-24 03:17:24,$GNGSA,A,3,05,06,09,11,13,19,20,29,,,,,0.8,0.5,0.6,1*33
2024-07-24 03:17:25,$GNGSA,A,3,70,71,85,,,,,,,,,,0.8,0.5,0.6,2*35
2024-07-24 03:17:26,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:17:27,$GNGSA,A,3,03,07,10,11,12,13,21,22,34,38,42,43,0.8,0.5,0.6,4*35
2024-07-24 03:17:28,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:29,$GNGSA,A,3,05,06,09,11,13,19,20,29,,,,,0.8,0.5,0.6,1*33
2024-07-24 03:17:30,$GNGSA,A,3,70,71,85,,,,,,,,,,0.8,0.5,0.6,2*35
2024-07-24 03:17:31,$GNGSA,A,3,19,26,31,33,,,,,,,,,0.8,0.5,0.6,3*36
2024-07-24 03:17:32,$GNGSA,A,3,03,07,10,11,12,13,21,22,34,38,42,43,0.8,0.5,0.6,4*35
2024-07-24 03:17:33,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:34,$GNGSA,A,3,05,06,09,11,13,19,20,29,,,,,0.8,0.5,0.6,1*33
2024-07-24 03:17:35,$GNGSA,A,3,70,71,85,,,,,,,,,,0.8,0.5,0.6,2*35
2024-07-24 03:17:36,$GNGSA,A,3,19,26,31,33,,,,,,,,,0.8,0.5,0.6,3*36
2024-07-24 03:17:37,$GNGSA,A,3,03,07,10,11,12,13,21,22,34,38,40,42,0.8,0.5,0.6,4*36
2024-07-24 03:17:38,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:39,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.5,0.6,1*30
2024-07-24 03:17:40,$GNGSA,A,3,70,71,85,,,,,,,,,,0.8,0.5,0.6,2*35
2024-07-24 03:17:41,$GNGSA,A,3,19,26,31,33,,,,,,,,,0.8,0.5,0.6,3*36
2024-07-24 03:17:42,$GNGSA,A,3,03,07,10,11,12,13,21,22,34,38,40,42,0.8,0.5,0.6,4*36
2024-07-24 03:17:43,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:44,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.5,0.6,1*30
2024-07-24 03:17:45,$GNGSA,A,3,70,71,85,,,,,,,,,,0.8,0.5,0.6,2*35
2024-07-24 03:17:46,$GNGSA,A,3,19,26,31,33,,,,,,,,,0.8,0.5,0.6,3*36
2024-07-24 03:17:47,$GNGSA,A,3,03,07,10,11,12,13,21,22,34,38,40,42,0.8,0.5,0.6,4*36
2024-07-24 03:17:48,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:49,$GNGSA,A,3,05,06,09,11,12,13,19,20,,,,,0.8,0.5,0.6,1*3B
2024-07-24 03:17:50,$GNGSA,A,3,71,85,,,,,,,,,,,0.8,0.5,0.6,2*32
2024-07-24 03:17:51,$GNGSA,A,3,19,26,31,33,,,,,,,,,0.8,0.5,0.6,3*36
2024-07-24 03:17:52,$GNGSA,A,3,03,07,10,11,12,13,21,22,34,38,40,42,0.8,0.5,0.6,4*36
2024-07-24 03:17:53,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:54,$GNGSA,A,3,05,09,11,12,13,19,20,29,,,,,0.8,0.5,0.6,1*36
2024-07-24 03:17:55,$GNGSA,A,3,71,85,,,,,,,,,,,0.8,0.5,0.6,2*32
2024-07-24 03:17:56,$GNGSA,A,3,07,19,26,31,33,,,,,,,,0.8,0.5,0.6,3*31
2024-07-24 03:17:57,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.5,0.6,4*32
2024-07-24 03:17:58,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:17:59,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.5,0.6,1*30
2024-07-24 03:18:00,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:18:01,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.5,0.6,4*32
2024-07-24 03:18:02,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:03,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:18:04,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.6,0.6,3*30
2024-07-24 03:18:05,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.6,0.6,4*36
2024-07-24 03:18:06,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:07,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:18:08,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.6,0.6,3*30
2024-07-24 03:18:09,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.6,0.6,4*36
2024-07-24 03:18:10,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:11,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:18:12,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:18:13,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,44,0.8,0.5,0.6,4*35
2024-07-24 03:18:14,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:15,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:18:16,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:18:17,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.5,0.6,4*32
2024-07-24 03:18:18,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:19,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,,,,0.8,0.6,0.6,1*3F
2024-07-24 03:18:20,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.6,0.6,3*37
2024-07-24 03:18:21,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.6,0.6,4*36
2024-07-24 03:18:22,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:23,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:18:24,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:18:25,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.5,0.6,4*35
2024-07-24 03:18:26,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:27,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.5,0.6,1*37
2024-07-24 03:18:28,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:18:29,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.5,0.6,4*35
2024-07-24 03:18:30,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:31,$GNGSA,A,3,05,06,07,09,11,12,13,19,20,29,,,0.8,0.6,0.6,1*34
2024-07-24 03:18:32,$GNGSA,A,3,19,33,,,,,,,,,,,0.8,0.6,0.6,3*33
2024-07-24 03:18:33,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.6,0.6,4*36
2024-07-24 03:18:34,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:35,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.6,0.6,1*30
2024-07-24 03:18:36,$GNGSA,A,3,19,33,,,,,,,,,,,0.8,0.6,0.6,3*33
2024-07-24 03:18:37,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.6,0.6,4*36
2024-07-24 03:18:38,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:39,$GNGSA,A,3,05,06,09,11,12,13,20,29,30,,,,0.8,0.6,0.6,1*38
2024-07-24 03:18:40,$GNGSA,A,3,19,33,,,,,,,,,,,0.8,0.6,0.6,3*33
2024-07-24 03:18:41,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.6,0.6,4*31
2024-07-24 03:18:42,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:43,$GNGSA,A,3,05,06,09,11,12,20,29,30,,,,,0.8,0.6,0.6,1*3A
2024-07-24 03:18:44,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.6,0.6,3*34
2024-07-24 03:18:45,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.6,0.6,4*31
2024-07-24 03:18:46,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:18:47,$GNGSA,A,3,05,06,09,11,12,19,20,29,30,,,,0.8,0.5,0.6,1*31
2024-07-24 03:18:48,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.5,0.6,3*37
2024-07-24 03:18:49,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.5,0.6,4*32
2024-07-24 03:18:50,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:51,$GNGSA,A,3,05,06,09,11,12,19,20,29,30,,,,0.8,0.5,0.6,1*31
2024-07-24 03:18:52,$GNGSA,A,3,07,19,33,,,,,,,,,,0.8,0.5,0.6,3*37
2024-07-24 03:18:53,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.5,0.6,4*32
2024-07-24 03:18:54,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:55,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.5,0.6,1*33
2024-07-24 03:18:56,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.5,0.6,3*33
2024-07-24 03:18:57,$GNGSA,A,3,07,10,11,12,13,21,22,34,38,40,42,43,0.8,0.5,0.6,4*32
2024-07-24 03:18:58,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:18:59,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:19:00,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.6,0.6,3*30
2024-07-24 03:19:01,$GNGSA,A,3,07,10,12,13,21,22,34,38,40,42,43,44,0.8,0.6,0.6,4*31
2024-07-24 03:19:02,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:19:03,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:19:04,$GNGSA,A,3,07,19,26,33,,,,,,,,,0.8,0.6,0.6,3*30
2024-07-24 03:19:05,$GNGSA,A,3,10,12,13,21,22,34,38,40,42,43,44,,0.8,0.6,0.6,4*36
2024-07-24 03:19:06,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:19:07,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,,,,0.8,0.6,0.6,1*33
2024-07-24 03:19:08,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.6,0.6,3*37
2024-07-24 03:19:09,$GNGSA,A,3,10,12,13,21,22,34,38,40,42,43,44,,0.8,0.6,0.6,4*36
2024-07-24 03:19:10,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:19:11,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.5,0.6,1*33
2024-07-24 03:19:12,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:19:13,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.5,0.6,4*35
2024-07-24 03:19:14,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:19:15,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.5,0.6,1*33
2024-07-24 03:19:15,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:19:15,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.5,0.6,4*35
2024-07-24 03:19:15,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:19:15,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.6,0.6,1*30
2024-07-24 03:19:15,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.6,0.6,3*37
2024-07-24 03:19:15,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.6,0.6,4*36
2024-07-24 03:19:15,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:19:15,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.6,0.6,1*30
2024-07-24 03:19:15,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.6,0.6,3*37
2024-07-24 03:19:15,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.6,0.6,4*36
2024-07-24 03:19:15,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.6,0.6,5*3A
2024-07-24 03:19:15,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.5,0.6,1*33
2024-07-24 03:19:15,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
2024-07-24 03:19:15,$GNGSA,A,3,10,11,12,13,21,22,34,38,40,42,43,44,0.8,0.5,0.6,4*35
2024-07-24 03:19:15,$GNGSA,A,3,03,04,,,,,,,,,,,0.8,0.5,0.6,5*39
2024-07-24 03:19:15,$GNGSA,A,3,05,06,09,11,12,13,19,20,29,30,,,0.8,0.5,0.6,1*33
2024-07-24 03:19:15,$GNGSA,A,3,19,26,33,,,,,,,,,,0.8,0.5,0.6,3*34
