DateTime,MessageNumber,TotalMessages,TotalSatellites,SatellitePRN,Elevation,Azimuth,SNR,CN0
2024-07-24 03:19:15,2,2,08,13,15,189,27,90.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,26,89.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,32,95.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,17,80.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,29,92.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,34,97.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,27,90.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,25,88.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,29,92.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,17,80.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,22,85.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,33,96.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,31,94.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,20,83.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,27,90.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,28,91.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,17,80.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,26,89.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,28,91.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,31,94.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,35,98.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,32,95.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,20,83.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,28,91.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,31,94.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,15,78.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,23,86.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,19,82.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,31,94.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,32,95.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,23,86.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,25,88.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,29,92.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,15,78.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,23,86.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,29,92.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,19,82.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,31,94.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,31,94.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,23,86.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,24,87.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,29,92.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,15,78.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,21,84.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,26,89.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,19,82.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,33,96.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,23,86.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,24,87.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,26,89.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,15,78.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,21,84.10905629376141
2024-07-24 03:19:15,2,1,08,05,37,263,27,90.10905629376141
2024-07-24 03:19:15,2,1,08,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,2,1,08,09,32,050,25,88.10905629376141
2024-07-24 03:19:15,2,1,08,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,2,2,08,12,14,254,32,95.10905629376141
2024-07-24 03:19:15,2,2,08,13,15,189,23,86.10905629376141
2024-07-24 03:19:15,2,2,08,19,26,161,23,86.10905629376141
2024-07-24 03:19:15,2,2,08,20,61,294,25,88.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,17,80.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,22,85.10905629376141
2024-07-24 03:19:15,3,1,09,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,09,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,3,1,09,09,32,050,32,95.10905629376141
2024-07-24 03:19:15,3,1,09,11,70,357,39,102.10905629376141
2024-07-24 03:19:15,3,2,09,12,14,254,32,95.10905629376141
2024-07-24 03:19:15,3,2,09,13,15,189,23,86.10905629376141
2024-07-24 03:19:15,3,2,09,19,26,161,27,90.10905629376141
2024-07-24 03:19:15,3,2,09,20,61,294,27,90.10905629376141
2024-07-24 03:19:15,3,3,09,29,13,321,23,86.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,23,86.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,23,86.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,26,89.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,30,93.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,34,97.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,23,86.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,32,95.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,31,94.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,23,86.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,23,86.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,23,86.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,31,94.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,33,96.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,31,94.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,34,97.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,30,93.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,34,97.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,23,86.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,23,86.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,26,89.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,07,10,095,20,83.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,35,98.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,31,94.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,34,97.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,34,97.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,22,85.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,24,87.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,25,88.10905629376141
2024-07-24 03:19:15,3,1,09,05,37,263,32,95.10905629376141
2024-07-24 03:19:15,3,1,09,06,49,090,22,85.10905629376141
2024-07-24 03:19:15,3,1,09,09,32,050,33,96.10905629376141
2024-07-24 03:19:15,3,1,09,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,3,2,09,12,14,254,29,92.10905629376141
2024-07-24 03:19:15,3,2,09,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,09,19,26,161,27,90.10905629376141
2024-07-24 03:19:15,3,2,09,20,61,294,35,98.10905629376141
2024-07-24 03:19:15,3,3,09,29,13,321,22,85.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,04,01,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,28,91.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,27,90.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,27,90.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,30,93.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,23,86.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,33,96.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,22,85.10905629376141
2024-07-24 03:19:15,1,1,02,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,02,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,04,01,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,24,87.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,24,87.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,33,96.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,31,94.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,22,85.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:19:15,3,1,10,04,01,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,29,92.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,33,96.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,23,86.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,25,88.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,35,98.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,32,95.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,22,85.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:19:15,3,1,10,04,01,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,33,96.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,23,86.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,38,101.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,25,88.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,28,91.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,30,93.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,04,01,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,20,83.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,24,87.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,28,91.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,30,93.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,23,86.10905629376141
2024-07-24 03:19:15,3,1,10,04,01,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,29,92.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,20,83.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,34,97.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,28,91.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,30,93.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,33,96.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,20,83.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,35,98.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,31,94.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,28,91.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,29,92.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,28,91.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,33,96.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,20,83.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,38,101.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,30,93.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,28,91.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,30,93.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,21,84.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,38,101.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,32,95.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,19,82.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,20,83.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,31,94.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,32,95.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,15,78.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,20,83.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,32,95.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,33,96.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,37,100.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,15,78.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,20,83.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,31,94.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,37,263,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,32,050,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,11,70,357,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,12,14,254,33,96.10905629376141
2024-07-24 03:19:15,3,2,10,13,15,189,15,78.10905629376141
2024-07-24 03:19:15,3,2,10,19,26,161,20,83.10905629376141
2024-07-24 03:19:15,3,3,10,20,61,294,32,95.10905629376141
2024-07-24 03:19:15,3,3,10,29,13,321,20,83.10905629376141
2024-07-24 03:19:15,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,32,050,13,76.10905629376141
2024-07-24 03:19:15,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,38,264,31,94.10905629376141
2024-07-24 03:19:15,3,1,10,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,31,049,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,11,71,360,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,12,13,253,33,96.10905629376141
2024-07-24 03:19:15,3,2,10,13,17,189,20,83.10905629376141
2024-07-24 03:19:15,3,2,10,19,25,162,20,83.10905629376141
2024-07-24 03:19:15,3,3,10,20,62,297,31,94.10905629376141
2024-07-24 03:19:15,3,3,10,29,14,320,18,81.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,13,76.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,23,86.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,38,264,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,31,049,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,11,71,360,32,95.10905629376141
2024-07-24 03:19:15,3,2,10,12,13,253,34,97.10905629376141
2024-07-24 03:19:15,3,2,10,13,17,189,23,86.10905629376141
2024-07-24 03:19:15,3,2,10,19,25,162,19,82.10905629376141
2024-07-24 03:19:15,3,3,10,20,62,297,32,95.10905629376141
2024-07-24 03:19:15,3,3,10,29,14,320,18,81.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,13,76.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,23,86.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,38,264,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,3,1,10,09,31,049,21,84.10905629376141
2024-07-24 03:19:15,3,2,10,11,71,360,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,12,13,253,32,95.10905629376141
2024-07-24 03:19:15,3,2,10,13,17,189,29,92.10905629376141
2024-07-24 03:19:15,3,2,10,19,25,162,19,82.10905629376141
2024-07-24 03:19:15,3,3,10,20,62,297,25,88.10905629376141
2024-07-24 03:19:15,3,3,10,29,14,320,18,81.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,13,76.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,10,05,38,264,33,96.10905629376141
2024-07-24 03:19:15,3,1,10,06,48,092,30,93.10905629376141
2024-07-24 03:19:15,3,1,10,09,31,049,26,89.10905629376141
2024-07-24 03:19:15,3,2,10,11,71,360,36,99.10905629376141
2024-07-24 03:19:15,3,2,10,12,13,253,28,91.10905629376141
2024-07-24 03:19:15,3,2,10,13,17,189,27,90.10905629376141
2024-07-24 03:19:15,3,2,10,19,25,162,29,92.10905629376141
2024-07-24 03:19:15,3,3,10,20,62,297,35,98.10905629376141
2024-07-24 03:19:15,3,3,10,29,14,320,18,81.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,13,76.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,22,85.10905629376141
2024-07-24 03:19:15,3,1,11,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,11,05,38,264,34,97.10905629376141
2024-07-24 03:19:15,3,1,11,06,48,092,30,93.10905629376141
2024-07-24 03:19:15,3,1,11,07,11,094,21,84.10905629376141
2024-07-24 03:19:15,3,2,11,09,31,049,24,87.10905629376141
2024-07-24 03:19:15,3,2,11,11,71,360,36,99.10905629376141
2024-07-24 03:19:15,3,2,11,12,13,253,33,96.10905629376141
2024-07-24 03:19:15,3,2,11,13,17,189,27,90.10905629376141
2024-07-24 03:19:15,3,3,11,19,25,162,32,95.10905629376141
2024-07-24 03:19:15,3,3,11,20,62,297,30,93.10905629376141
2024-07-24 03:19:15,3,3,11,29,14,320,18,81.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,16,79.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,24,87.10905629376141
2024-07-24 03:19:15,3,1,11,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,11,05,38,264,33,96.10905629376141
2024-07-24 03:19:15,3,1,11,06,48,092,33,96.10905629376141
2024-07-24 03:19:15,3,1,11,07,11,094,21,84.10905629376141
2024-07-24 03:19:15,3,2,11,09,31,049,27,90.10905629376141
2024-07-24 03:19:15,3,2,11,11,71,360,37,100.10905629376141
2024-07-24 03:19:15,3,2,11,12,13,253,33,96.10905629376141
2024-07-24 03:19:15,3,2,11,13,17,189,23,86.10905629376141
2024-07-24 03:19:15,3,3,11,19,25,162,32,95.10905629376141
2024-07-24 03:19:15,3,3,11,20,62,297,33,96.10905629376141
2024-07-24 03:19:15,3,3,11,29,14,320,21,84.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,24,87.10905629376141
2024-07-24 03:19:15,3,1,11,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,11,05,38,264,33,96.10905629376141
2024-07-24 03:19:15,3,1,11,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,3,1,11,07,11,094,21,84.10905629376141
2024-07-24 03:19:15,3,2,11,09,31,049,27,90.10905629376141
2024-07-24 03:19:15,3,2,11,11,71,360,37,100.10905629376141
2024-07-24 03:19:15,3,2,11,12,13,253,29,92.10905629376141
2024-07-24 03:19:15,3,2,11,13,17,189,23,86.10905629376141
2024-07-24 03:19:15,3,3,11,19,25,162,33,96.10905629376141
2024-07-24 03:19:15,3,3,11,20,62,297,32,95.10905629376141
2024-07-24 03:19:15,3,3,11,29,14,320,21,84.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,26,89.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,24,87.10905629376141
2024-07-24 03:19:15,3,1,11,04,00,034,21,84.10905629376141
2024-07-24 03:19:15,3,1,11,05,38,264,31,94.10905629376141
2024-07-24 03:19:15,3,1,11,06,48,092,32,95.10905629376141
2024-07-24 03:19:15,3,1,11,07,11,094,21,84.10905629376141
2024-07-24 03:19:15,3,2,11,09,31,049,27,90.10905629376141
2024-07-24 03:19:15,3,2,11,11,71,360,37,100.10905629376141
2024-07-24 03:19:15,3,2,11,12,13,253,27,90.10905629376141
2024-07-24 03:19:15,3,2,11,13,17,189,23,86.10905629376141
2024-07-24 03:19:15,3,3,11,19,25,162,33,96.10905629376141
2024-07-24 03:19:15,3,3,11,20,62,297,31,94.10905629376141
2024-07-24 03:19:15,3,3,11,29,14,320,21,84.10905629376141
2024-07-24 03:19:15,1,1,03,06,48,092,31,94.10905629376141
2024-07-24 03:19:15,1,1,03,09,31,049,25,88.10905629376141
2024-07-24 03:19:15,1,1,03,11,71,360,23,86.10905629376141
2024-07-24 03:19:15,3,1,10,05,38,264,31,94.10905629376141
2024-07-24 03:19:15,3,1,10,06,48,092,32,95.10905629376141
